customer ID,full name,gender,age,state,job classification,date joined,balance,marital status,education,houseloan,otherloan,contact,poutcome,loan default
A02036,Della  Jensen,Female,37,California,Other,13.Sep.2017,"$140,066.58 ",divorced,tertiary,no,no,cellular,unknown,no
A02037,Carla  Mccormick,Male,31,California,White Collar,13.Sep.2017,"$131,377.57 ",married,tertiary,yes,no,cellular,unknown,no
A02038,Della  Jensen,Male,29,California,Other,13.Sep.2017,"$104,605.72 ",married,tertiary,yes,yes,cellular,other,yes
A02039,Cassandra  Franklin,Male,58,Nevada,Blue Collar,13.Sep.2017,"$30,091.36 ",single,secondary,yes,no,cellular,unknown,no
A02040,Della  Jensen,Male,40,Nevada,White Collar,13.Sep.2017,"$52,155.10 ",married,tertiary,no,no,cellular,unknown,no
A02041,Donna  Reid,Female,64,Nevada,Blue Collar,13.Sep.2017,"$36,908.27 ",married,secondary,no,no,unknown,unknown,no
A02042,Carla  Mccormick,Female,33,Nevada,Other,13.Sep.2017,"$41,540.40 ",married,primary,no,no,cellular,unknown,no
A02043,Christina  Fuller,Male,56,Nevada,Blue Collar,13.Sep.2017,"$13,803.12 ",married,secondary,yes,no,unknown,unknown,no
A02044,Jenny  Garcia,Female,34,Wyoming,Other,13.Sep.2017,"$82,531.55 ",married,primary,no,yes,cellular,unknown,no
A02045,Cecilia  Manning,Female,37,Wyoming,White Collar,13.Sep.2017,"$24,747.12 ",married,tertiary,yes,no,unknown,unknown,no
A02046,Lorraine  Gibson,Female,19,Oregon,Blue Collar,13.Sep.2017,$102.67 ,married,tertiary,no,yes,telephone,unknown,no
A02047,Brooke  Horton,Male,21,Oregon,Blue Collar,13.Sep.2017,"$24,918.04 ",single,secondary,yes,no,unknown,unknown,no
A02048,Kyle  Carr,Female,37,California,White Collar,14.Sep.2017,"$46,917.40 ",married,tertiary,no,no,unknown,unknown,no
A02049,Pauline  Beck,Female,31,California,White Collar,14.Sep.2017,"$104,704.70 ",married,primary,no,yes,cellular,unknown,no
A02050,Bobbie  Ryan,Female,28,California,White Collar,14.Sep.2017,"$123,339.58 ",married,primary,no,no,cellular,success,yes
A02051,Beth  Tucker,Male,40,California,White Collar,14.Sep.2017,"$68,164.64 ",married,primary,yes,no,cellular,failure,no
A02052,Donna  Reid,Male,48,California,Blue Collar,14.Sep.2017,"$92,633.40 ",single,secondary,yes,no,unknown,unknown,yes
A02053,Peter  Hodges,Male,38,California,White Collar,14.Sep.2017,"$146,301.30 ",married,secondary,no,yes,cellular,unknown,no
A02054,Ben  Perez,Female,34,California,White Collar,14.Sep.2017,"$11,222.40 ",single,secondary,yes,no,unknown,unknown,no
A02055,Arturo  Francis,Female,26,California,White Collar,14.Sep.2017,"$4,251.00 ",married,secondary,no,yes,unknown,unknown,no
A02056,Charlie  Wood,Male,64,Nevada,Other,14.Sep.2017,"$21,727.07 ",married,secondary,yes,no,cellular,success,yes
A02057,Cassandra  Franklin,Male,50,Nevada,Blue Collar,14.Sep.2017,"$63,925.36 ",married,secondary,yes,no,cellular,unknown,no
A02058,Ben  Perez,Male,47,Nevada,Blue Collar,14.Sep.2017,"$48,955.24 ",married,secondary,no,yes,cellular,unknown,no
A02059,Lula  Daniels,Male,47,Nevada,Blue Collar,14.Sep.2017,"$38,935.33 ",divorced,tertiary,yes,no,cellular,unknown,no
A02060,Patty  Thompson,Male,34,Wyoming,White Collar,14.Sep.2017,"$88,494.67 ",married,secondary,yes,yes,unknown,unknown,no
A02061,Ivan  Adkins,Male,33,California,Blue Collar,15.Sep.2017,"$16,641.54 ",married,primary,yes,no,unknown,unknown,no
A02062,Cassandra  Franklin,Male,36,California,White Collar,15.Sep.2017,"$88,248.91 ",married,secondary,yes,no,unknown,unknown,no
A02063,Isabel  Cross,Male,36,California,White Collar,15.Sep.2017,"$41,168.73 ",married,unknown,yes,no,cellular,failure,no
A02064,Brooke  Horton,Male,32,California,Other,15.Sep.2017,"$33,023.48 ",married,primary,yes,no,cellular,unknown,no
A02065,Ivan  Adkins,Female,29,California,Other,15.Sep.2017,"$62,532.15 ",single,tertiary,yes,no,unknown,unknown,no
A02066,Salvador  Bass,Female,25,California,White Collar,15.Sep.2017,"$32,443.67 ",single,tertiary,no,no,cellular,unknown,no
A02067,Ben  Perez,Male,44,California,White Collar,15.Sep.2017,"$97,826.76 ",divorced,tertiary,yes,no,telephone,unknown,no
A02068,Drew  Rogers,Male,51,Nevada,Other,15.Sep.2017,"$92,632.45 ",divorced,primary,yes,no,cellular,other,no
A02069,Brooke  Horton,Male,54,Nevada,Blue Collar,15.Sep.2017,"$61,661.70 ",married,secondary,yes,no,cellular,failure,yes
A02070,Cindy  Becker,Male,53,Nevada,Blue Collar,15.Sep.2017,"$181,791.93 ",single,tertiary,yes,no,cellular,failure,no
A02071,Trevor  Jones,Female,51,Nevada,Other,15.Sep.2017,"$82,172.63 ",married,secondary,no,no,telephone,success,no
A02072,Billie  Chandler,Female,48,Nevada,Other,15.Sep.2017,"$109,443.78 ",married,secondary,yes,no,cellular,unknown,no
A02073,Cecilia  Manning,Female,34,Wyoming,White Collar,15.Sep.2017,"$33,566.43 ",single,tertiary,yes,yes,cellular,unknown,no
A02074,Guillermo  Potter,Female,38,Wyoming,White Collar,15.Sep.2017,"$129,689.10 ",single,secondary,no,no,cellular,unknown,yes
A02075,Della  Jensen,Male,27,Oregon,White Collar,15.Sep.2017,"$4,971.36 ",married,secondary,no,yes,cellular,unknown,no
A02076,Blake  Bridges,Female,29,California,White Collar,16.Sep.2017,"$21,880.99 ",married,tertiary,no,no,cellular,failure,no
A02077,Cindy  Becker,Male,25,California,White Collar,16.Sep.2017,"$3,173.00 ",married,secondary,yes,no,unknown,unknown,no
A02078,Charlie  Wood,Female,29,California,White Collar,16.Sep.2017,"$26,792.79 ",single,tertiary,yes,no,cellular,unknown,yes
A02079,Robert  Munoz,Female,39,California,White Collar,16.Sep.2017,"$110,805.21 ",single,secondary,no,no,cellular,unknown,no
A02080,Cassandra  Franklin,Female,40,California,White Collar,16.Sep.2017,"$107,491.43 ",divorced,tertiary,yes,no,cellular,unknown,no
A02081,Jaime  Pearson,Female,39,California,White Collar,16.Sep.2017,"$64,993.72 ",divorced,secondary,no,no,unknown,unknown,no
A02082,Cassandra  Franklin,Male,32,California,White Collar,16.Sep.2017,"$197,814.75 ",married,unknown,no,no,cellular,unknown,no
A02083,Shari  Silva,Male,34,California,White Collar,16.Sep.2017,"$61,283.13 ",divorced,primary,no,no,cellular,unknown,no
A02084,Jenny  Garcia,Male,47,California,Other,16.Sep.2017,"$12,387.01 ",married,secondary,yes,no,unknown,unknown,no
A02085,Donna  Reid,Male,41,California,Other,16.Sep.2017,"$101,779.49 ",married,secondary,yes,no,unknown,unknown,no
A02086,Brooke  Horton,Female,32,California,White Collar,16.Sep.2017,"$118,345.01 ",married,secondary,yes,no,cellular,unknown,no
A02087,Marion  Glover,Male,28,California,White Collar,16.Sep.2017,"$79,636.64 ",married,primary,no,no,unknown,unknown,no
A02088,Cecilia  Manning,Male,34,California,Blue Collar,16.Sep.2017,"$62,571.76 ",single,secondary,no,no,cellular,unknown,no
A02089,Colleen  Warren,Male,31,California,White Collar,16.Sep.2017,"$88,938.42 ",single,tertiary,no,no,telephone,other,no
A02090,Guillermo  Potter,Male,32,Nevada,Blue Collar,16.Sep.2017,"$5,647.93 ",single,tertiary,yes,no,cellular,unknown,yes
A02091,Felicia  Jennings,Male,54,Nevada,Other,16.Sep.2017,"$19,027.48 ",married,secondary,yes,no,unknown,unknown,no
A02092,Salvador  Bass,Male,48,Nevada,Blue Collar,16.Sep.2017,"$59,526.22 ",married,secondary,no,yes,cellular,unknown,no
A02093,Bobbie  Ryan,Male,45,Nevada,Other,16.Sep.2017,"$13,741.24 ",married,secondary,no,no,cellular,unknown,no
A02094,Ernest  Davis,Male,50,Nevada,Other,16.Sep.2017,"$82,680.36 ",married,secondary,no,no,unknown,unknown,no
A02095,Iris  Underwood,Female,36,California,White Collar,17.Sep.2017,"$98,631.54 ",married,secondary,no,no,cellular,unknown,no
A02096,Edwin  Malone,Female,39,California,White Collar,17.Sep.2017,"$19,026.45 ",married,primary,yes,no,cellular,unknown,no
A02097,Cecilia  Manning,Female,45,California,White Collar,17.Sep.2017,"$1,970.06 ",married,tertiary,yes,no,telephone,other,no
A02098,Brooke  Horton,Male,28,California,White Collar,17.Sep.2017,"$98,497.51 ",divorced,tertiary,yes,no,unknown,unknown,no
A02099,Jenny  Garcia,Female,47,Nevada,Other,17.Sep.2017,"$128,466.94 ",married,secondary,yes,no,cellular,unknown,no
A02100,Brooke  Horton,Female,44,Nevada,Other,17.Sep.2017,"$66,601.31 ",married,tertiary,no,no,cellular,unknown,no
A02101,Drew  Rogers,Male,48,Nevada,Other,17.Sep.2017,"$68,215.30 ",single,tertiary,yes,no,cellular,unknown,no
A02102,Marian  Hill,Female,44,Nevada,Other,17.Sep.2017,"$50,499.49 ",married,secondary,yes,no,unknown,unknown,no
A02103,Woodrow  Colon,Male,46,Nevada,Other,17.Sep.2017,"$141,464.15 ",married,tertiary,no,no,telephone,unknown,no
A02104,Brooke  Horton,Male,59,Nevada,White Collar,17.Sep.2017,"$37,296.76 ",married,secondary,yes,no,unknown,success,no
A02105,Willie  Vega,Male,50,Nevada,Blue Collar,17.Sep.2017,"$31,964.93 ",divorced,tertiary,no,no,cellular,failure,no
A02106,Joey  Wong,Female,25,Wyoming,White Collar,17.Sep.2017,"$111,658.30 ",married,secondary,yes,no,unknown,unknown,no
A02107,Eddie  Green,Male,27,Wyoming,Blue Collar,17.Sep.2017,"$71,427.09 ",married,primary,no,no,cellular,unknown,no
A02108,Lance  Yates,Female,29,Oregon,Other,17.Sep.2017,"$112,528.85 ",divorced,tertiary,no,no,cellular,unknown,no
A02109,Bobbie  Ryan,Female,27,Oregon,White Collar,17.Sep.2017,"$96,587.24 ",divorced,primary,yes,no,unknown,unknown,no
A02110,Trevor  Jones,Male,33,California,Other,18.Sep.2017,"$1,372.96 ",single,secondary,yes,no,telephone,unknown,no
A02111,Della  Jensen,Female,37,California,White Collar,18.Sep.2017,"$7,326.87 ",married,secondary,yes,no,cellular,unknown,no
A02112,Dan  Peterson,Female,33,California,Blue Collar,18.Sep.2017,"$23,940.13 ",single,tertiary,no,no,cellular,unknown,no
A02113,Lorraine  Gibson,Female,39,California,White Collar,18.Sep.2017,"$68,610.01 ",married,secondary,yes,no,cellular,unknown,no
A02114,Lynette  Brewer,Female,37,California,White Collar,18.Sep.2017,"$18,662.30 ",married,secondary,yes,no,cellular,unknown,no
A02115,Christy  Olson,Female,38,California,White Collar,18.Sep.2017,"$36,908.34 ",married,tertiary,yes,no,unknown,unknown,yes
A02116,Iris  Underwood,Male,34,California,Blue Collar,18.Sep.2017,"$28,285.91 ",married,primary,no,no,cellular,unknown,no
A02117,Sonya  Mullins,Male,36,California,White Collar,18.Sep.2017,"$11,105.79 ",single,primary,yes,no,unknown,unknown,no
A02118,Cassandra  Franklin,Male,34,California,Other,18.Sep.2017,"$102,234.70 ",married,primary,no,no,cellular,unknown,no
A02119,Lorraine  Gibson,Female,38,California,White Collar,18.Sep.2017,"$142,697.33 ",married,primary,no,yes,cellular,unknown,no
A02120,Drew  Rogers,Female,23,California,Other,18.Sep.2017,"$63,447.70 ",married,tertiary,no,no,cellular,unknown,no
A02121,Dan  Peterson,Male,44,California,White Collar,18.Sep.2017,"$1,369.51 ",divorced,tertiary,no,no,cellular,unknown,yes
A02122,Marion  Glover,Female,47,Nevada,Other,18.Sep.2017,"$57,101.48 ",single,secondary,yes,no,telephone,other,no
A02123,Edwin  Malone,Male,32,Nevada,Blue Collar,18.Sep.2017,"$50,104.48 ",married,secondary,no,no,cellular,success,yes
A02124,Jenny  Garcia,Male,43,Nevada,Other,18.Sep.2017,"$112,780.07 ",divorced,secondary,yes,no,cellular,failure,no
A02125,Trevor  Jones,Female,62,Nevada,Other,18.Sep.2017,"$164,433.25 ",married,tertiary,yes,no,unknown,unknown,no
A02126,Christina  Fuller,Male,45,Nevada,Blue Collar,18.Sep.2017,"$105,209.54 ",married,secondary,no,yes,cellular,unknown,no
A02127,Rachel  Gomez,Female,38,Wyoming,Other,18.Sep.2017,"$43,234.84 ",married,primary,yes,no,unknown,unknown,no
A02128,Lula  Daniels,Female,38,Wyoming,Other,18.Sep.2017,"$35,113.76 ",divorced,tertiary,no,no,cellular,unknown,no
A02129,Trevor  Jones,Female,44,Wyoming,White Collar,18.Sep.2017,"$68,458.99 ",married,primary,yes,no,cellular,unknown,no
A02130,Ellen  Weaver,Female,32,Oregon,Other,18.Sep.2017,"$8,817.88 ",married,primary,yes,no,unknown,unknown,yes
A02131,Herman  Williams,Male,36,California,Blue Collar,19.Sep.2017,"$80,237.16 ",single,primary,yes,no,telephone,unknown,no
A02132,Della  Jensen,Female,30,California,White Collar,19.Sep.2017,"$158,939.24 ",married,tertiary,yes,no,cellular,failure,yes
A02133,Salvador  Bass,Female,30,California,White Collar,19.Sep.2017,"$88,238.21 ",married,secondary,no,no,unknown,unknown,no
A02134,Billie  Chandler,Female,30,California,Blue Collar,19.Sep.2017,"$12,088.25 ",married,tertiary,no,no,cellular,unknown,no
A02135,Bethany  Pena,Male,27,California,Blue Collar,19.Sep.2017,"$64,352.75 ",married,secondary,yes,yes,cellular,unknown,no
A02136,Donna  Reid,Female,29,California,White Collar,19.Sep.2017,"$97,332.82 ",married,tertiary,no,no,cellular,unknown,no
A02137,Isabel  Cross,Female,21,California,Blue Collar,19.Sep.2017,"$169,660.19 ",married,tertiary,yes,no,unknown,unknown,no
A02138,Della  Jensen,Male,33,California,White Collar,19.Sep.2017,"$11,901.40 ",married,primary,no,no,cellular,unknown,no
A02139,Nellie  Joseph,Male,38,California,White Collar,19.Sep.2017,"$88,325.82 ",single,secondary,no,yes,cellular,unknown,no
A02140,Don  Gonzales,Female,43,California,Other,19.Sep.2017,"$58,187.30 ",married,tertiary,no,no,cellular,unknown,no
A02141,Drew  Rogers,Male,54,Nevada,White Collar,19.Sep.2017,"$38,216.18 ",single,tertiary,no,no,unknown,unknown,yes
A02142,Woodrow  Colon,Male,46,Nevada,Blue Collar,19.Sep.2017,"$102,811.03 ",married,secondary,yes,yes,cellular,unknown,no
A02143,Charlie  Wood,Male,40,Nevada,Other,19.Sep.2017,"$55,592.04 ",single,secondary,yes,no,cellular,unknown,no
A02144,Sonya  Mullins,Male,50,Nevada,Blue Collar,19.Sep.2017,"$3,448.24 ",married,tertiary,yes,no,cellular,other,yes
A02145,Robert  Munoz,Male,37,Nevada,Blue Collar,19.Sep.2017,"$96,418.73 ",married,secondary,no,yes,cellular,unknown,no
A02146,Max  Rodgers,Male,45,Nevada,Blue Collar,19.Sep.2017,"$82,500.21 ",married,primary,no,no,unknown,unknown,no
A02147,Blake  Bridges,Male,63,Nevada,Blue Collar,19.Sep.2017,"$23,614.36 ",married,secondary,no,no,cellular,unknown,no
A02148,Isabel  Cross,Female,60,Nevada,Other,19.Sep.2017,"$66,313.36 ",single,secondary,no,no,telephone,unknown,no
A02149,Shari  Silva,Female,53,Nevada,Other,19.Sep.2017,"$83,763.61 ",married,tertiary,no,no,telephone,unknown,yes
A02150,Ruben  Nunez,Female,37,Wyoming,Other,19.Sep.2017,"$23,334.46 ",single,tertiary,yes,no,cellular,unknown,no
A02151,Brooke  Horton,Male,37,Oregon,White Collar,19.Sep.2017,"$174,759.12 ",married,secondary,yes,no,unknown,unknown,no
A02152,Salvador  Bass,Female,27,Oregon,Other,19.Sep.2017,"$27,761.30 ",divorced,primary,yes,no,cellular,failure,no
A02153,Shari  Silva,Male,30,Oregon,Other,19.Sep.2017,"$124,699.51 ",single,secondary,no,no,cellular,unknown,no
A02154,Paulette  Spencer,Female,29,California,White Collar,20.Sep.2017,"$60,679.84 ",married,primary,yes,no,cellular,unknown,no
A02155,Cecilia  Manning,Male,36,California,White Collar,20.Sep.2017,"$58,781.85 ",married,secondary,yes,no,unknown,unknown,no
A02156,Lula  Daniels,Male,43,California,White Collar,20.Sep.2017,"$7,543.76 ",married,primary,yes,no,unknown,unknown,no
A02157,Felicia  Jennings,Male,28,California,Other,20.Sep.2017,"$58,097.58 ",married,secondary,yes,no,telephone,unknown,no
A02158,Austin  Reynolds,Male,61,Nevada,Other,20.Sep.2017,"$48,415.84 ",married,secondary,no,yes,cellular,unknown,no
A02159,Jenny  Garcia,Male,31,Nevada,Blue Collar,20.Sep.2017,"$27,870.03 ",married,tertiary,no,no,cellular,unknown,no
A02160,Isabel  Cross,Female,51,Nevada,Other,20.Sep.2017,"$74,797.40 ",married,secondary,no,no,cellular,failure,yes
A02161,Billie  Chandler,Male,46,Nevada,Blue Collar,20.Sep.2017,"$11,240.79 ",married,tertiary,no,no,cellular,unknown,no
A02162,Nellie  Joseph,Female,35,Wyoming,White Collar,20.Sep.2017,"$101,754.31 ",married,primary,no,no,cellular,unknown,no
A02163,Brooke  Horton,Female,43,Wyoming,White Collar,20.Sep.2017,"$111,121.82 ",single,secondary,no,no,cellular,unknown,no
A02164,Colleen  Warren,Female,31,Wyoming,White Collar,20.Sep.2017,"$91,920.36 ",married,secondary,yes,no,cellular,unknown,no
A02165,Rachel  Gomez,Male,26,Oregon,Other,20.Sep.2017,"$39,051.24 ",married,secondary,yes,yes,unknown,unknown,no
A02166,Tracy  Reed,Female,27,Oregon,Blue Collar,20.Sep.2017,"$2,831.18 ",married,secondary,yes,no,unknown,unknown,no
A02167,Felicia  Jennings,Male,29,California,White Collar,21.Sep.2017,"$114,204.27 ",married,secondary,yes,no,telephone,other,no
A02168,Lynette  Brewer,Female,42,California,White Collar,21.Sep.2017,"$7,838.18 ",married,primary,no,no,cellular,unknown,no
A02169,Arturo  Francis,Female,27,California,White Collar,21.Sep.2017,$538.28 ,married,secondary,yes,no,cellular,unknown,yes
A02170,Blake  Bridges,Male,32,California,White Collar,21.Sep.2017,"$80,731.22 ",single,secondary,no,no,cellular,unknown,no
A02171,Andrew  Meyer,Male,33,California,White Collar,21.Sep.2017,"$4,044.64 ",divorced,tertiary,yes,no,unknown,unknown,no
A02172,Lance  Yates,Male,34,California,White Collar,21.Sep.2017,"$20,909.06 ",married,secondary,yes,yes,cellular,unknown,no
A02173,Herman  Williams,Female,28,California,White Collar,21.Sep.2017,"$131,476.61 ",single,primary,yes,no,unknown,unknown,no
A02174,Sandra  Floyd,Female,36,California,White Collar,21.Sep.2017,"$72,628.36 ",married,unknown,yes,no,unknown,unknown,no
A02175,Austin  Reynolds,Male,50,California,White Collar,21.Sep.2017,"$75,679.72 ",married,secondary,yes,no,telephone,unknown,no
A02176,Nellie  Joseph,Female,28,Nevada,Blue Collar,21.Sep.2017,"$59,098.82 ",divorced,tertiary,no,no,unknown,unknown,no
A02177,Lee  Mack,Male,41,Nevada,Blue Collar,21.Sep.2017,"$91,801.99 ",single,secondary,yes,no,cellular,success,yes
A02178,Kyle  Carr,Female,55,Wyoming,White Collar,21.Sep.2017,"$29,173.73 ",single,secondary,yes,no,unknown,unknown,no
A02179,Robert  Munoz,Female,43,Wyoming,Blue Collar,21.Sep.2017,"$13,625.67 ",married,secondary,no,no,cellular,unknown,no
A02180,Brooke  Horton,Female,31,Oregon,White Collar,21.Sep.2017,"$30,000.72 ",married,tertiary,no,no,cellular,unknown,no
A02181,Cindy  Becker,Male,32,California,White Collar,22.Sep.2017,"$48,549.60 ",married,secondary,yes,no,cellular,unknown,no
A02182,Ernest  Davis,Female,36,California,White Collar,22.Sep.2017,"$40,418.10 ",single,secondary,yes,no,cellular,failure,no
A02183,Bobbie  Ryan,Female,33,California,White Collar,22.Sep.2017,"$47,605.85 ",married,secondary,yes,no,cellular,unknown,yes
A02184,Brooke  Horton,Male,35,California,White Collar,22.Sep.2017,"$49,480.90 ",married,primary,no,yes,cellular,unknown,no
A02185,Max  Rodgers,Male,32,California,White Collar,22.Sep.2017,"$4,630.78 ",married,tertiary,yes,yes,cellular,unknown,no
A02186,Max  Rodgers,Male,53,Nevada,Blue Collar,22.Sep.2017,"$73,469.72 ",married,secondary,yes,no,cellular,failure,no
A02187,Ellen  Weaver,Female,46,Nevada,Other,22.Sep.2017,"$20,158.94 ",married,secondary,no,no,unknown,unknown,no
A02188,Billie  Chandler,Female,28,Wyoming,Blue Collar,22.Sep.2017,"$141,480.67 ",married,primary,no,no,telephone,unknown,no
A02189,Cindy  Becker,Female,29,Wyoming,White Collar,22.Sep.2017,"$148,592.13 ",single,secondary,yes,no,cellular,success,no
A02190,Dan  Peterson,Female,28,California,White Collar,23.Sep.2017,"$17,236.84 ",married,primary,yes,yes,unknown,unknown,no
A02191,Willie  Vega,Male,32,California,White Collar,23.Sep.2017,"$96,567.19 ",married,tertiary,no,no,cellular,unknown,no
A02192,Cassandra  Franklin,Male,28,California,Other,23.Sep.2017,"$116,988.88 ",married,tertiary,no,no,cellular,unknown,no
A02193,Isabel  Cross,Male,18,California,Blue Collar,23.Sep.2017,"$93,407.00 ",single,secondary,yes,yes,cellular,unknown,no
A02194,Salvador  Bass,Female,45,California,Blue Collar,23.Sep.2017,"$18,667.28 ",single,unknown,yes,no,cellular,unknown,no
A02195,Marion  Glover,Female,26,California,White Collar,23.Sep.2017,"$88,290.97 ",married,tertiary,no,yes,cellular,unknown,no
A02196,Jenny  Garcia,Female,32,California,Blue Collar,23.Sep.2017,"$75,059.36 ",single,primary,yes,no,unknown,unknown,yes
A02197,Ruben  Nunez,Male,18,California,White Collar,23.Sep.2017,"$1,253.57 ",divorced,tertiary,yes,no,cellular,failure,no
A02198,Isabel  Cross,Female,20,California,White Collar,23.Sep.2017,"$77,468.01 ",married,secondary,yes,yes,unknown,unknown,no
A02199,Herman  Williams,Female,31,California,Other,23.Sep.2017,"$110,432.57 ",married,secondary,no,yes,cellular,unknown,no
A02200,Carla  Mccormick,Male,27,California,White Collar,23.Sep.2017,"$49,782.48 ",divorced,secondary,no,yes,cellular,unknown,no
A02201,Donna  Reid,Male,40,California,White Collar,23.Sep.2017,"$56,286.93 ",married,secondary,no,no,cellular,unknown,no
A02202,Salvador  Bass,Male,49,Nevada,Blue Collar,23.Sep.2017,"$30,460.13 ",single,tertiary,yes,no,unknown,unknown,no
A02203,Ben  Perez,Male,43,Nevada,Blue Collar,23.Sep.2017,"$49,449.94 ",married,tertiary,yes,yes,unknown,unknown,yes
A02204,Joey  Wong,Female,44,Nevada,White Collar,23.Sep.2017,"$55,079.04 ",single,tertiary,no,no,cellular,unknown,no
A02205,Max  Rodgers,Female,47,Nevada,White Collar,23.Sep.2017,"$43,350.87 ",married,secondary,no,no,unknown,unknown,no
A02206,Rachel  Gomez,Female,55,Nevada,Other,23.Sep.2017,"$115,093.09 ",divorced,secondary,no,no,cellular,unknown,no
A02207,Mable  Lindsey,Male,54,Nevada,Blue Collar,23.Sep.2017,"$114,087.36 ",married,tertiary,no,no,cellular,unknown,no
A02208,Fernando  Rowe,Male,56,Nevada,Blue Collar,23.Sep.2017,"$15,882.76 ",single,secondary,yes,no,unknown,unknown,no
A02209,Drew  Rogers,Female,29,Wyoming,Blue Collar,23.Sep.2017,"$11,363.30 ",married,secondary,yes,no,cellular,unknown,no
A02210,Robert  Munoz,Male,33,Wyoming,White Collar,23.Sep.2017,"$66,573.94 ",married,secondary,no,no,cellular,unknown,no
A02211,Salvador  Bass,Female,27,Oregon,Other,23.Sep.2017,"$56,693.85 ",married,tertiary,no,no,unknown,unknown,no
A02212,Della  Jensen,Female,24,Oregon,Other,23.Sep.2017,"$99,785.76 ",divorced,tertiary,no,no,cellular,unknown,no
A02213,Billie  Chandler,Female,27,Oregon,Other,23.Sep.2017,"$97,156.69 ",married,tertiary,yes,no,cellular,failure,yes
A02214,Salvador  Bass,Male,40,California,Other,24.Sep.2017,"$23,332.91 ",single,secondary,no,no,cellular,failure,yes
A02215,Drew  Rogers,Male,33,California,White Collar,24.Sep.2017,"$92,353.55 ",divorced,secondary,yes,no,unknown,unknown,no
A02216,Tracy  Reed,Male,40,California,White Collar,24.Sep.2017,"$38,687.96 ",single,unknown,yes,no,cellular,other,no
A02217,Elbert  Klein,Male,41,California,White Collar,24.Sep.2017,"$40,040.55 ",married,secondary,no,no,unknown,unknown,no
A02218,Peter  Hodges,Female,29,California,White Collar,24.Sep.2017,"$177,787.16 ",married,tertiary,no,no,unknown,unknown,no
A02219,Carla  Mccormick,Female,37,California,Blue Collar,24.Sep.2017,"$81,629.55 ",married,primary,yes,no,cellular,unknown,no
A02220,Edwin  Malone,Male,26,California,White Collar,24.Sep.2017,"$43,679.07 ",married,secondary,yes,no,cellular,unknown,yes
A02221,Salvador  Bass,Male,37,California,White Collar,24.Sep.2017,"$18,148.96 ",married,secondary,yes,yes,cellular,failure,yes
A02222,Cecilia  Manning,Female,46,California,White Collar,24.Sep.2017,"$89,016.69 ",married,tertiary,no,no,cellular,unknown,no
A02223,Pauline  Beck,Male,48,California,White Collar,24.Sep.2017,"$79,507.06 ",married,secondary,yes,no,unknown,unknown,no
A02224,Austin  Reynolds,Female,39,California,White Collar,24.Sep.2017,"$28,929.18 ",divorced,secondary,yes,yes,unknown,unknown,no
A02225,Elbert  Klein,Female,37,California,White Collar,24.Sep.2017,"$21,804.75 ",single,tertiary,yes,no,cellular,unknown,no
A02226,Allan  Ramos,Female,31,California,White Collar,24.Sep.2017,"$70,717.73 ",single,tertiary,no,no,cellular,unknown,no
A02227,Shari  Silva,Male,46,California,White Collar,24.Sep.2017,"$43,890.51 ",married,tertiary,yes,no,cellular,unknown,no
A02228,Paulette  Spencer,Female,34,California,White Collar,24.Sep.2017,"$62,071.37 ",single,tertiary,no,no,cellular,unknown,no
A02229,Eric  Rose,Male,37,California,Blue Collar,24.Sep.2017,"$44,994.46 ",married,secondary,no,no,cellular,unknown,no
A02230,Tracy  Reed,Female,22,California,White Collar,24.Sep.2017,"$49,172.73 ",divorced,secondary,yes,yes,unknown,unknown,no
A02231,Elaine  Ellis,Female,32,California,White Collar,24.Sep.2017,"$55,642.28 ",single,secondary,no,yes,cellular,unknown,no
A02232,Tiffany  May,Female,33,California,Other,24.Sep.2017,"$54,789.42 ",single,tertiary,no,no,cellular,unknown,no
A02233,Lynette  Brewer,Female,31,California,Blue Collar,24.Sep.2017,"$94,698.96 ",married,secondary,yes,no,cellular,unknown,no
A02234,Ben  Perez,Female,20,California,White Collar,24.Sep.2017,"$25,850.78 ",married,secondary,yes,no,cellular,unknown,yes
A02235,Iris  Underwood,Male,40,California,White Collar,24.Sep.2017,"$37,934.81 ",married,secondary,yes,no,cellular,unknown,no
A02236,Edwin  Malone,Female,42,California,White Collar,24.Sep.2017,"$26,314.85 ",single,tertiary,no,yes,cellular,failure,no
A02237,Marion  Glover,Male,36,California,White Collar,24.Sep.2017,"$58,250.37 ",divorced,secondary,yes,no,unknown,unknown,no
A02238,Bethany  Pena,Male,34,California,White Collar,24.Sep.2017,"$13,725.45 ",married,secondary,yes,yes,cellular,unknown,no
A02239,Robert  Munoz,Male,34,California,White Collar,24.Sep.2017,"$73,054.99 ",married,tertiary,yes,no,cellular,unknown,no
A02240,Bethany  Pena,Female,36,California,White Collar,24.Sep.2017,"$49,547.01 ",married,secondary,yes,no,cellular,unknown,no
A02241,Salvador  Bass,Male,37,California,White Collar,24.Sep.2017,"$125,080.43 ",married,secondary,yes,no,cellular,unknown,no
A02242,Beth  Tucker,Male,31,California,White Collar,24.Sep.2017,"$57,255.10 ",married,primary,yes,no,unknown,unknown,no
A02243,Robert  Munoz,Female,44,California,White Collar,24.Sep.2017,"$41,074.06 ",single,secondary,no,yes,cellular,failure,no
A02244,Ellen  Weaver,Female,38,California,White Collar,24.Sep.2017,"$7,541.27 ",married,secondary,yes,no,unknown,unknown,no
